"pais_codigo","pais_nombre","provincia_codigo","provincia_nombre","ciudad_codigo","ciudad_nombre"
"AR","Argentina","10","Catamarca","10077110","Villa de Balcozna"
"AR","Argentina","10","Catamarca","10098010","Alijilán"
"AR","Argentina","10","Catamarca","10098050","Los Altos"
"AR","Argentina","10","Catamarca","10098060","Manantiales"
"AR","Argentina","90","Tucumán","90021060","Iltico"
"AR","Argentina","90","Tucumán","90021030","Arcadia"
"AR","Argentina","90","Tucumán","90021010","Alpachiri"
"AR","Argentina","90","Tucumán","90021070","La Trinidad"
"AR","Argentina","90","Tucumán","90021020","Alto Verde"
"AR","Argentina","90","Tucumán","90021050","Concepción"
"AR","Argentina","90","Tucumán","90021080","Medina"
"AR","Argentina","90","Tucumán","90035010","Graneros"
"AR","Argentina","90","Tucumán","90042020","Villa Belgrano"
"AR","Argentina","90","Tucumán","90042010","Juan Bautista Alberdi"
"AR","Argentina","90","Tucumán","90049010","La Cocha"
"AR","Argentina","90","Tucumán","90049020","San José de La Cocha"
"AR","Argentina","10","Catamarca","10021020","Andalgalá"
"AR","Argentina","10","Catamarca","10021030","Chaquiago"
"AR","Argentina","10","Catamarca","10021040","Choya"
"AR","Argentina","10","Catamarca","10021070","El Potrero"
"AR","Argentina","10","Catamarca","10084080","Rincón"
"AR","Argentina","10","Catamarca","10084090","San Miguel"
"AR","Argentina","10","Catamarca","10084100","Saujil"
"AR","Argentina","10","Catamarca","10084110","Siján"
"AR","Argentina","06","Buenos Aires","06175010","Colón"
"AR","Argentina","06","Buenos Aires","06175040","Sarasa"
"AR","Argentina","06","Buenos Aires","06294010","Arribeños"
"AR","Argentina","06","Buenos Aires","06294020","Ascensión"
"AR","Argentina","06","Buenos Aires","06294030","Estación Arenales"
"AR","Argentina","06","Buenos Aires","06294040","Ferré"
"AR","Argentina","06","Buenos Aires","06294050","General Arenales"
"AR","Argentina","06","Buenos Aires","06351010","Colonia San Ricardo"
"AR","Argentina","06","Buenos Aires","06351030","Germania"
"AR","Argentina","06","Buenos Aires","06351035","Gunther"
"AR","Argentina","06","Buenos Aires","06351050","Villa Roth"
"AR","Argentina","06","Buenos Aires","06413040","Fortín Tiburcio"
"AR","Argentina","06","Buenos Aires","06413080","Saforcada"
"AR","Argentina","06","Buenos Aires","06462010","Alberdi Viejo"
"AR","Argentina","06","Buenos Aires","06462030","Fortín Acha"
"AR","Argentina","06","Buenos Aires","06462040","Juan Bautista Alberdi"
"AR","Argentina","06","Buenos Aires","06462050","Leandro N. Alem"
"AR","Argentina","06","Buenos Aires","06462060","Vedia"
"AR","Argentina","06","Buenos Aires","06469030","Bermúdez"
"AR","Argentina","14","Córdoba","14035010","Del Campillo"
"AR","Argentina","14","Córdoba","14035020","Estación Lecueder"
"AR","Argentina","14","Córdoba","14035030","Hipólito Bouchard"
"AR","Argentina","14","Córdoba","14035040","Huinca Renancó"
"AR","Argentina","14","Córdoba","14035050","Italó"
"AR","Argentina","14","Córdoba","14035060","Mattaldi"
"AR","Argentina","14","Córdoba","14035070","Nicolás Bruzzone"
"AR","Argentina","14","Córdoba","14035080","Onagoity"
"AR","Argentina","14","Córdoba","14035090","Pincén"
"AR","Argentina","14","Córdoba","14035100","Ranqueles"
"AR","Argentina","14","Córdoba","14035110","Santa Magdalena"
"AR","Argentina","14","Córdoba","14035120","Villa Huidobro"
"AR","Argentina","14","Córdoba","14035130","Villa Sarmiento"
"AR","Argentina","14","Córdoba","14035140","Villa Valeria"
"AR","Argentina","14","Córdoba","14063010","Alejo Ledesma"
"AR","Argentina","14","Córdoba","14063020","Arias"
"AR","Argentina","14","Córdoba","14084010","General Levalle"
"AR","Argentina","14","Córdoba","14084020","La Cesira"
"AR","Argentina","14","Córdoba","14084030","Laboulaye"
"AR","Argentina","14","Córdoba","14084040","Leguizamón"
"AR","Argentina","14","Córdoba","14084050","Melo"
"AR","Argentina","14","Córdoba","14084060","Río Bamba"
"AR","Argentina","14","Córdoba","14084070","Rosales"
"AR","Argentina","14","Córdoba","14084080","San Joaquín"
"AR","Argentina","14","Córdoba","14084090","Serrano"
"AR","Argentina","14","Córdoba","14084100","Villa Rossi"
"AR","Argentina","14","Córdoba","14098020","Adelia María"
"AR","Argentina","14","Córdoba","14098100","Coronel Moldes"
"AR","Argentina","14","Córdoba","14098130","La Cautiva"
"AR","Argentina","14","Córdoba","14098210","Monte de los Gauchos"
"AR","Argentina","14","Córdoba","14098280","Tosquitas"
"AR","Argentina","14","Córdoba","14098290","Vicuña Mackenna"
"AR","Argentina","14","Córdoba","14098320","Washington"
"AR","Argentina","14","Córdoba","14182010","Aldea Santa María"
"AR","Argentina","14","Córdoba","14182070","Benjamín Gould"
"AR","Argentina","14","Córdoba","14182080","Canals"
"AR","Argentina","14","Córdoba","14182220","Pueblo Italiano"
"AR","Argentina","14","Córdoba","14182270","Viamonte"
"AR","Argentina","42","La Pampa","42126060","Quetrequén"
"AR","Argentina","42","La Pampa","42126070","Rancul"
"AR","Argentina","42","La Pampa","42133010","Adolfo Van Praet"
"AR","Argentina","42","La Pampa","42133030","Damián Maisonave"
"AR","Argentina","74","San Luis","74035030","Justo Daract"
"AR","Argentina","74","San Luis","74035090","Villa Salles"
"AR","Argentina","82","Santa Fe","82028120","Juncal"
"AR","Argentina","82","Santa Fe","82042240","San Francisco de Santa Fe"
"AR","Argentina","82","Santa Fe","82042080","Chovet"
"AR","Argentina","82","Santa Fe","82042160","Lazzarino"
"AR","Argentina","82","Santa Fe","82042010","Aarón Castellanos"
"AR","Argentina","82","Santa Fe","82042070","Chapuy"
"AR","Argentina","82","Santa Fe","82042290","Venado Tuerto"
"AR","Argentina","82","Santa Fe","82042100","Diego de Alvear"
"AR","Argentina","82","Santa Fe","82042130","Hughes"
"AR","Argentina","82","Santa Fe","82042150","Labordeboy"
"AR","Argentina","82","Santa Fe","82042220","Rufino"
"AR","Argentina","82","Santa Fe","82042280","Teodelina"
"AR","Argentina","82","Santa Fe","82042230","San Eduardo"
"AR","Argentina","06","Buenos Aires","06091010","Berazategui"
"AR","Argentina","06","Buenos Aires","06098010","Berisso"
"AR","Argentina","06","Buenos Aires","06119010","Altamirano"
"AR","Argentina","06","Buenos Aires","06119015","Barrio El Mirador"
"AR","Argentina","06","Buenos Aires","06119020","Barrio Las Golondrinas"
"AR","Argentina","06","Buenos Aires","06119030","Barrio Los Bosquecitos"
"AR","Argentina","06","Buenos Aires","06119045","Campos de Roca"
"AR","Argentina","06","Buenos Aires","06119050","Coronel Brandsen"
"AR","Argentina","06","Buenos Aires","06119060","Gómez"
"AR","Argentina","06","Buenos Aires","06119070","Jeppener"
"AR","Argentina","06","Buenos Aires","06119080","Oliden"
"AR","Argentina","06","Buenos Aires","06218003","Barrio Lomas Altas"
"AR","Argentina","06","Buenos Aires","06218010","Chascomús"
"AR","Argentina","06","Buenos Aires","06218015","Laguna Vitel"
"AR","Argentina","06","Buenos Aires","06466020","Manuel J. Cobo"
"AR","Argentina","06","Buenos Aires","06218030","Villa Parque Girado"
"AR","Argentina","06","Buenos Aires","06245010","Ensenada"
"AR","Argentina","06","Buenos Aires","06441030","La Plata"
"AR","Argentina","06","Buenos Aires","06505010","Atalaya"
"AR","Argentina","06","Buenos Aires","06505020","General Mansilla"
"AR","Argentina","06","Buenos Aires","06505030","Los Naranjos"
"AR","Argentina","06","Buenos Aires","06505040","Magdalena"
"AR","Argentina","06","Buenos Aires","06505060","Vieytes"
"AR","Argentina","06","Buenos Aires","06655010","Alvarez Jonte"
"AR","Argentina","06","Buenos Aires","06655030","Pipinas"
"AR","Argentina","06","Buenos Aires","06655040","Punta Indio"
"AR","Argentina","06","Buenos Aires","06655050","Verónica"
"AR","Argentina","06","Buenos Aires","06035010","Avellaneda"
"AR","Argentina","06","Buenos Aires","06434010","Lanús"
"AR","Argentina","06","Buenos Aires","06658010","Quilmes"
"AR","Argentina","06","Buenos Aires","06147020","Cadret"
"AR","Argentina","06","Buenos Aires","06147030","Carlos Casares"
"AR","Argentina","06","Buenos Aires","06147040","Colonia Mauricio"
"AR","Argentina","06","Buenos Aires","06147060","La Sofía"
"AR","Argentina","06","Buenos Aires","06147070","Mauricio Hirsch"
"AR","Argentina","06","Buenos Aires","06147080","Moctezuma"
"AR","Argentina","06","Buenos Aires","06147090","Ordoqui"
"AR","Argentina","06","Buenos Aires","06147095","Santo Tomás"
"AR","Argentina","06","Buenos Aires","06147100","Smith"
"AR","Argentina","06","Buenos Aires","06385020","La Delfina"
"AR","Argentina","06","Buenos Aires","06413060","Laplacette"
"AR","Argentina","06","Buenos Aires","06462020","El Dorado"
"AR","Argentina","06","Buenos Aires","06469020","Bayauca"
"AR","Argentina","06","Buenos Aires","06469050","Coronel Martínez de Hoz"
"AR","Argentina","06","Buenos Aires","06469060","El Triunfo"
"AR","Argentina","06","Buenos Aires","06469080","Lincoln"
"AR","Argentina","06","Buenos Aires","06469110","Triunvirato"
"AR","Argentina","06","Buenos Aires","06588010","Alfredo Demarchi"
"AR","Argentina","06","Buenos Aires","06630010","Casalins"
"AR","Argentina","06","Buenos Aires","06588050","La Aurora"
"AR","Argentina","06","Buenos Aires","06609090","San Bernardo"
"AR","Argentina","14","Córdoba","14063030","Camilo Aldao"
"AR","Argentina","14","Córdoba","14063040","Capitán General Bernardo O'Higgins"
"AR","Argentina","14","Córdoba","14063050","Cavanagh"
"AR","Argentina","14","Córdoba","14063060","Colonia Barge"
"AR","Argentina","14","Córdoba","14063070","Colonia Italiana"
"AR","Argentina","14","Córdoba","14063080","Colonia Veinticinco"
"AR","Argentina","14","Córdoba","14063090","Corral de Bustos"
"AR","Argentina","14","Córdoba","14063100","Cruz Alta"
"AR","Argentina","14","Córdoba","14063110","General Baldissera"
"AR","Argentina","14","Córdoba","14063120","General Roca"
"AR","Argentina","14","Córdoba","14063130","Guatimozín"
"AR","Argentina","14","Córdoba","14063140","Inriville"
"AR","Argentina","14","Córdoba","14063150","Isla Verde"
"AR","Argentina","14","Córdoba","14063160","Leones"
"AR","Argentina","14","Córdoba","14063170","Los Surgentes"
"AR","Argentina","14","Córdoba","14063180","Marcos Juárez"
"AR","Argentina","14","Córdoba","14063190","Monte Buey"
"AR","Argentina","14","Córdoba","14063220","Saladillo"
"AR","Argentina","14","Córdoba","14063230","Villa Elisa"
"AR","Argentina","14","Córdoba","14182060","Bell Ville"
"AR","Argentina","14","Córdoba","14182110","Colonia Bismarck"
"AR","Argentina","14","Córdoba","14182120","Colonia Bremen"
"AR","Argentina","14","Córdoba","14182140","Justiniano Posse"
"AR","Argentina","14","Córdoba","14182160","Monte Leña"
"AR","Argentina","14","Córdoba","14182170","Monte Maíz"
"AR","Argentina","14","Córdoba","14182250","San Marcos"
"AR","Argentina","14","Córdoba","14182280","Villa Los Patos"
"AR","Argentina","82","Santa Fe","82007040","Las Rosas"
"AR","Argentina","82","Santa Fe","82007050","Montes de Oca"
"AR","Argentina","82","Santa Fe","82007010","Armstrong"
"AR","Argentina","82","Santa Fe","82007030","Las Parejas"
"AR","Argentina","82","Santa Fe","82007060","Tortugas"
"AR","Argentina","82","Santa Fe","82014010","Arequito"
"AR","Argentina","82","Santa Fe","82014030","Beravebú"
"AR","Argentina","82","Santa Fe","82014050","Casilda"
"AR","Argentina","82","Santa Fe","82014090","Los Molinos"
"AR","Argentina","82","Santa Fe","82014100","Los Nogales"
"AR","Argentina","82","Santa Fe","82014110","Los Quirquinchos"
"AR","Argentina","82","Santa Fe","82014130","Sanford"
"AR","Argentina","82","Santa Fe","82014020","Arteaga"
"AR","Argentina","82","Santa Fe","82014120","San José de la Esquina"
"AR","Argentina","82","Santa Fe","82014140","Villada"
"AR","Argentina","82","Santa Fe","82014080","Gödeken"
"AR","Argentina","82","Santa Fe","82014040","Bigand"
"AR","Argentina","82","Santa Fe","82014070","Chañar Ladeado"
"AR","Argentina","82","Santa Fe","82014060","Chabas"
"AR","Argentina","82","Santa Fe","82028010","Alcorta"
"AR","Argentina","82","Santa Fe","82028040","Bombal"
"AR","Argentina","82","Santa Fe","82042210","Murphy"
"AR","Argentina","82","Santa Fe","82042170","Maggiolo"
"AR","Argentina","82","Santa Fe","82042200","Miguel Torres"
"AR","Argentina","82","Santa Fe","82042120","Firmat"
"AR","Argentina","82","Santa Fe","82042040","Cañada del Ucle"
"AR","Argentina","82","Santa Fe","82042020","Amenábar"
"AR","Argentina","82","Santa Fe","82042060","Carreras"
"AR","Argentina","82","Santa Fe","82042030","Cafferata"
"AR","Argentina","82","Santa Fe","82042140","La Chispa"
"AR","Argentina","82","Santa Fe","82042110","Elortondo"
"AR","Argentina","82","Santa Fe","82042050","Carmen"
"AR","Argentina","82","Santa Fe","82042190","Melincué"
"AR","Argentina","82","Santa Fe","82042180","María Teresa"
"AR","Argentina","82","Santa Fe","82042090","Christophersen"
"AR","Argentina","82","Santa Fe","82042300","Villa Cañás"
"AR","Argentina","82","Santa Fe","82042270","Santa Isabel"
"AR","Argentina","82","Santa Fe","82042260","Sancti Spiritu"
"AR","Argentina","82","Santa Fe","82042310","Wheelwright"
"AR","Argentina","82","Santa Fe","82042250","San Gregorio"
"AR","Argentina","82","Santa Fe","82056050","Classon"
"AR","Argentina","82","Santa Fe","82056070","Correa"
"AR","Argentina","82","Santa Fe","82056060","Colonia Médici"
"AR","Argentina","82","Santa Fe","82056030","Cañada de Gómez"
"AR","Argentina","82","Santa Fe","82056150","Villa Eloísa"
"AR","Argentina","82","Santa Fe","82056080","Larguía"
"AR","Argentina","82","Santa Fe","82056010","Barrio Cicarelli"
"AR","Argentina","82","Santa Fe","82056020","Bustinza"
"AR","Argentina","82","Santa Fe","82056140","Totoras"
"AR","Argentina","82","Santa Fe","82119030","Carcarañá"
"AR","Argentina","06","Buenos Aires","06021010","Alberti"
"AR","Argentina","06","Buenos Aires","06021020","Coronel Seguí"
"AR","Argentina","06","Buenos Aires","06021030","Mechita"
"AR","Argentina","06","Buenos Aires","06021040","Pla"
"AR","Argentina","06","Buenos Aires","06021050","Villa Grisolía"
"AR","Argentina","06","Buenos Aires","06021060","Villa María"
"AR","Argentina","06","Buenos Aires","06021070","Villa Ortiz"
"AR","Argentina","06","Buenos Aires","06112010","Bragado"
"AR","Argentina","06","Buenos Aires","06112020","Comodoro Py"
"AR","Argentina","06","Buenos Aires","06112030","General O'Brien"
"AR","Argentina","06","Buenos Aires","06112040","Irala"
"AR","Argentina","06","Buenos Aires","06112050","La Limpia"
"AR","Argentina","06","Buenos Aires","06112060","Juan F. Salaberry"
"AR","Argentina","06","Buenos Aires","06112080","Olascoaga"
"AR","Argentina","06","Buenos Aires","06112090","Warnes"
"AR","Argentina","06","Buenos Aires","06224005","Benitez"
"AR","Argentina","06","Buenos Aires","06224010","Chivilcoy"
"AR","Argentina","06","Buenos Aires","06224020","Emilio Ayarza"
"AR","Argentina","06","Buenos Aires","06224030","Gorostiaga"
"AR","Argentina","06","Buenos Aires","06224040","La Rica"
"AR","Argentina","06","Buenos Aires","06224050","Moquehuá"
"AR","Argentina","06","Buenos Aires","06224060","Ramón Biaus"
"AR","Argentina","06","Buenos Aires","06224070","San Sebastián"
"AR","Argentina","06","Buenos Aires","06385010","Baigorrita"
"AR","Argentina","06","Buenos Aires","06385030","Los Toldos"
"AR","Argentina","06","Buenos Aires","06385040","San Emilio"
"AR","Argentina","06","Buenos Aires","06385050","Zavalía"
"AR","Argentina","06","Buenos Aires","06413020","Agustina"
"AR","Argentina","06","Buenos Aires","06413050","Junín"
"AR","Argentina","06","Buenos Aires","06413070","Morse"
"AR","Argentina","06","Buenos Aires","06483010","Antonio Carboni"
"AR","Argentina","06","Buenos Aires","06483020","Elvira"
"AR","Argentina","06","Buenos Aires","06532020","Mercedes"
"AR","Argentina","06","Buenos Aires","06588080","Morea"
"AR","Argentina","06","Buenos Aires","06574010","José Juan Almeyra"
"AR","Argentina","06","Buenos Aires","06574020","Las Marianas"
"AR","Argentina","06","Buenos Aires","06574040","Villa Moll"
"AR","Argentina","06","Buenos Aires","06588020","Carlos María Naón"
"AR","Argentina","06","Buenos Aires","06588030","12 de Octubre"
"AR","Argentina","06","Buenos Aires","06588040","Dudignac"
"AR","Argentina","06","Buenos Aires","06588060","Manuel B. Gonnet"
"AR","Argentina","06","Buenos Aires","06588070","Marcelino Ugarte"
"AR","Argentina","06","Buenos Aires","06588090","Norumbega"
"AR","Argentina","06","Buenos Aires","06588100","9 de Julio"
"AR","Argentina","06","Buenos Aires","06588110","Patricios"
"AR","Argentina","06","Buenos Aires","06693020","Roque Pérez"
"AR","Argentina","06","Buenos Aires","06707010","Álvarez de Toledo"
"AR","Argentina","06","Buenos Aires","06707030","Cazón"
"AR","Argentina","06","Buenos Aires","06707040","Del Carril"
"AR","Argentina","06","Buenos Aires","06707050","Polvaredas"
"AR","Argentina","06","Buenos Aires","06707060","Saladillo"
"AR","Argentina","06","Buenos Aires","06728020","Cucullú"
"AR","Argentina","06","Buenos Aires","06728040","San Andrés de Giles"
"AR","Argentina","06","Buenos Aires","06728060","Villa Espil"
"AR","Argentina","06","Buenos Aires","06784020","Suipacha"
"AR","Argentina","06","Buenos Aires","06854010","Agustín Mosconi"
"AR","Argentina","06","Buenos Aires","06854020","Del Valle"
"AR","Argentina","06","Buenos Aires","06854030","Ernestina"
"AR","Argentina","06","Buenos Aires","06854040","Gobernador Ugarte"
"AR","Argentina","06","Buenos Aires","06854050","Lucas Monteverde"
"AR","Argentina","06","Buenos Aires","06854060","Norberto de la Riestra"
"AR","Argentina","06","Buenos Aires","06854070","Pedernales"
"AR","Argentina","06","Buenos Aires","06854080","San Enrique"
"AR","Argentina","06","Buenos Aires","06854090","Valdés"
"AR","Argentina","06","Buenos Aires","06854100","25 de Mayo"
"AR","Argentina","26","Chubut","26105010","Gan Gan"
"AR","Argentina","26","Chubut","26105020","Telsen"
"AR","Argentina","62","Río Negro","62049040","Prahuaniyeu"
"AR","Argentina","62","Río Negro","62049070","Yaminué"
"AR","Argentina","62","Río Negro","62049010","Comicó"
"AR","Argentina","62","Río Negro","62049050","Sierra Colorada"
"AR","Argentina","62","Río Negro","62049060","Treneta"
"AR","Argentina","62","Río Negro","62049030","Ministro Ramos Mexía"
"AR","Argentina","62","Río Negro","62049020","Cona Niyeu"
"AR","Argentina","06","Buenos Aires","06105010","Hale"
"AR","Argentina","62","Río Negro","62084040","Nahuel Niyeu"
"AR","Argentina","62","Río Negro","62091040","El Caín"
"AR","Argentina","62","Río Negro","62091010","Aguada de Guerra"
"AR","Argentina","62","Río Negro","62091090","Pilquiniyeu"
"AR","Argentina","62","Río Negro","62091060","Los Menucos"
"AR","Argentina","38","Jujuy","38070010","El Fuerte"
"AR","Argentina","38","Jujuy","38070030","El Talar"
"AR","Argentina","38","Jujuy","38070040","Palma Sola"
"AR","Argentina","38","Jujuy","38070070","Vinalito"
"AR","Argentina","66","Salta","66007100","Las Lajitas"
"AR","Argentina","66","Salta","66007110","Luis Burela"
"AR","Argentina","66","Salta","66007140","Piquete Cabado"
"AR","Argentina","66","Salta","66007080","General Pizarro"
"AR","Argentina","66","Salta","66007040","Coronel Mollinedo"
"AR","Argentina","66","Salta","66007010","Apolinario Saravia"
"AR","Argentina","66","Salta","66126080","Urundel"
"AR","Argentina","66","Salta","66133090","Santa Rosa"
"AR","Argentina","66","Salta","66133070","Rivadavia"
"AR","Argentina","66","Salta","66133040","La Unión"
"AR","Argentina","86","Santiago del Estero","86035120","Los Soria"
"AR","Argentina","86","Santiago del Estero","86035110","Los Quiroga"
"AR","Argentina","86","Santiago del Estero","86035010","Abra Grande"
"AR","Argentina","86","Santiago del Estero","86035080","La Aurora"
"AR","Argentina","86","Santiago del Estero","86035030","Ardiles"
"AR","Argentina","86","Santiago del Estero","86035020","Antajé"
"AR","Argentina","86","Santiago del Estero","86035050","Chaupi Pozo"
"AR","Argentina","86","Santiago del Estero","86035100","La Dársena"
"AR","Argentina","86","Santiago del Estero","86035090","La Banda"
"AR","Argentina","86","Santiago del Estero","86035130","Simbolar"
"AR","Argentina","86","Santiago del Estero","86035140","Tramo 16"
"AR","Argentina","86","Santiago del Estero","86035150","Tramo 20"
"AR","Argentina","86","Santiago del Estero","86035070","Huyamampa"
"AR","Argentina","86","Santiago del Estero","86049130","Yanda"
"AR","Argentina","86","Santiago del Estero","86049070","Morales"
"AR","Argentina","86","Santiago del Estero","86049080","Puesto de San Antonio"
"AR","Argentina","86","Santiago del Estero","86049100","Santa María"
"AR","Argentina","86","Santiago del Estero","86049010","El Deán"
"AR","Argentina","86","Santiago del Estero","86049020","El Mojón"
"AR","Argentina","86","Santiago del Estero","86049060","Maquito"
"AR","Argentina","86","Santiago del Estero","86049040","Los Cardozos"
"AR","Argentina","86","Santiago del Estero","86049050","Maco"
"AR","Argentina","86","Santiago del Estero","86049120","Vuelta de la Barranca"
"AR","Argentina","86","Santiago del Estero","86049030","El Zanjón"
"AR","Argentina","86","Santiago del Estero","86049110","Santiago del Estero"
"AR","Argentina","86","Santiago del Estero","86063050","Laprida"
"AR","Argentina","86","Santiago del Estero","86091050","Isca Yacu"
"AR","Argentina","86","Santiago del Estero","86091040","Gramilla"
"AR","Argentina","86","Santiago del Estero","86091020","El Charco"
"AR","Argentina","86","Santiago del Estero","86091070","Pozo Hondo"
"AR","Argentina","06","Buenos Aires","06014010","Adolfo Gonzales Chaves"
"AR","Argentina","86","Santiago del Estero","86091060","Isca Yacu Semaul"
"AR","Argentina","86","Santiago del Estero","86105010","Villa San Martín (Est. Loreto)"
"AR","Argentina","90","Tucumán","90014090","Las Cejas"
"AR","Argentina","86","Santiago del Estero","86147020","Chauchillas"
"AR","Argentina","86","Santiago del Estero","86147120","El Sauzal"
"AR","Argentina","86","Santiago del Estero","86147100","Pozuelos"
"AR","Argentina","86","Santiago del Estero","86147110","Rodeo de Valdez"
"AR","Argentina","86","Santiago del Estero","86147170","Vinará"
"AR","Argentina","86","Santiago del Estero","86147080","Los Núñez"
"AR","Argentina","86","Santiago del Estero","86147070","Los Miranda"
"AR","Argentina","86","Santiago del Estero","86147150","Villa Río Hondo"
"AR","Argentina","86","Santiago del Estero","86147140","Villa Giménez"
"AR","Argentina","86","Santiago del Estero","86147130","Termas de Río Hondo"
"AR","Argentina","86","Santiago del Estero","86161050","Vilmer"
"AR","Argentina","86","Santiago del Estero","86161040","Ingeniero Forres"
"AR","Argentina","86","Santiago del Estero","86175020","Estación Robles"
"AR","Argentina","86","Santiago del Estero","86175040","Villa Nueva"
"AR","Argentina","86","Santiago del Estero","86189040","Sumamao"
"AR","Argentina","86","Santiago del Estero","86189010","Árraga"
"AR","Argentina","86","Santiago del Estero","86189030","Simbol"
"AR","Argentina","86","Santiago del Estero","86189020","Nueva Francia"
"AR","Argentina","10","Catamarca","10014010","Ancasti"
"AR","Argentina","10","Catamarca","10014020","Anquincila"
"AR","Argentina","10","Catamarca","10014030","La Candelaria"
"AR","Argentina","10","Catamarca","10014040","La Majada"
"AR","Argentina","10","Catamarca","10042030","Capayán"
"AR","Argentina","10","Catamarca","10042040","Chumbicha"
"AR","Argentina","10","Catamarca","10042050","Colonia del Valle"
"AR","Argentina","10","Catamarca","10042060","Colonia Nueva Coneta"
"AR","Argentina","10","Catamarca","10042070","Concepción"
"AR","Argentina","10","Catamarca","10042080","Coneta"
"AR","Argentina","10","Catamarca","10042090","El Bañado"
"AR","Argentina","10","Catamarca","10042100","Huillapima"
"AR","Argentina","10","Catamarca","10042110","Los Angeles"
"AR","Argentina","10","Catamarca","10042120","Miraflores"
"AR","Argentina","10","Catamarca","10042140","San Pablo"
"AR","Argentina","42","La Pampa","42140010","Naicó"
"AR","Argentina","10","Catamarca","10049030","San Fernando del Valle de Catamarca"
"AR","Argentina","10","Catamarca","10056010","El Alto"
"AR","Argentina","10","Catamarca","10056020","Guayamba"
"AR","Argentina","10","Catamarca","10056030","Infanzón"
"AR","Argentina","10","Catamarca","10056040","Los Corrales"
"AR","Argentina","10","Catamarca","10056050","Tapso"
"AR","Argentina","10","Catamarca","10056060","Vilismán"
"AR","Argentina","10","Catamarca","10063020","Pomancillo Este"
"AR","Argentina","10","Catamarca","10063030","Pomancillo Oeste"
"AR","Argentina","10","Catamarca","10063050","Villa Las Pirquitas"
"AR","Argentina","10","Catamarca","10070020","El Aybal"
"AR","Argentina","10","Catamarca","10070070","Icaño"
"AR","Argentina","10","Catamarca","10070100","Las Esquinas"
"AR","Argentina","10","Catamarca","10070110","Las Palmitas"
"AR","Argentina","10","Catamarca","10070120","Quirós"
"AR","Argentina","10","Catamarca","10070130","Ramblones"
"AR","Argentina","10","Catamarca","10077090","Palo Labrado"
"AR","Argentina","10","Catamarca","10084020","Colana"
"AR","Argentina","10","Catamarca","10084040","El Pajonal"
"AR","Argentina","10","Catamarca","10084060","Mutquin"
"AR","Argentina","10","Catamarca","10084070","Pomán"
"AR","Argentina","10","Catamarca","10112010","El Portezuelo"
"AR","Argentina","10","Catamarca","10112030","Las Tejas"
"AR","Argentina","10","Catamarca","10112040","San Isidro"
"AR","Argentina","10","Catamarca","10112050","Santa Cruz"
"AR","Argentina","86","Santiago del Estero","86063010","Ancaján"
"AR","Argentina","86","Santiago del Estero","86063080","Tapso"
"AR","Argentina","86","Santiago del Estero","86063040","Frías"
"AR","Argentina","86","Santiago del Estero","86063090","Villa La Punta"
"AR","Argentina","86","Santiago del Estero","86063020","Choya"
"AR","Argentina","86","Santiago del Estero","86063030","Estación La Punta"
"AR","Argentina","86","Santiago del Estero","86021030","Villa Atamisqui"
"AR","Argentina","86","Santiago del Estero","86021010","Estación Atamisqui"
"AR","Argentina","86","Santiago del Estero","86021020","Medellín"
"AR","Argentina","86","Santiago del Estero","86140020","Sumampa"
"AR","Argentina","86","Santiago del Estero","86126030","Villa Ojo de Agua"
"AR","Argentina","86","Santiago del Estero","86126010","El 49"
"AR","Argentina","86","Santiago del Estero","86140010","Ramírez de Velazco"
"AR","Argentina","86","Santiago del Estero","86140030","Sumampa Viejo"
"AR","Argentina","86","Santiago del Estero","86168020","Los Telares"
"AR","Argentina","86","Santiago del Estero","86168030","Villa Salavina"
"AR","Argentina","86","Santiago del Estero","86168010","Chilca Juliana"
"AR","Argentina","86","Santiago del Estero","86175010","Brea Pozo"
"AR","Argentina","06","Buenos Aires","06014030","Juan E. Barra"
"AR","Argentina","06","Buenos Aires","06014040","Vásquez"
"AR","Argentina","06","Buenos Aires","06049010","Ariel"
"AR","Argentina","06","Buenos Aires","06049040","Chillar"
"AR","Argentina","06","Buenos Aires","06084020","Benito Juárez"
"AR","Argentina","06","Buenos Aires","06581025","Energía"
"AR","Argentina","06","Buenos Aires","06595030","Colonia Nievas"
"AR","Argentina","06","Buenos Aires","06595070","Olavarría"
"AR","Argentina","06","Buenos Aires","06595090","Santa Luisa"
"AR","Argentina","06","Buenos Aires","06595100","Sierra Chica"
"AR","Argentina","06","Buenos Aires","06742010","Balneario San Cayetano"
"AR","Argentina","06","Buenos Aires","06742020","Ochandío"
"AR","Argentina","06","Buenos Aires","06742030","San Cayetano"
"AR","Argentina","06","Buenos Aires","06791030","Gardey"
"AR","Argentina","06","Buenos Aires","06791040","María Ignacia"
"AR","Argentina","06","Buenos Aires","06833020","Claromecó"
"AR","Argentina","06","Buenos Aires","06833030","Copetonas"
"AR","Argentina","06","Buenos Aires","06833050","Micaela Cascallares"
"AR","Argentina","06","Buenos Aires","06833060","Orense"
"AR","Argentina","06","Buenos Aires","06833080","San Francisco de Bellocq"
"AR","Argentina","06","Buenos Aires","06833100","Tres Arroyos"
"AR","Argentina","06","Buenos Aires","06833110","Villa Rodríguez"
"AR","Argentina","22","Chaco","22007010","Concepción del Bermejo"
"AR","Argentina","22","Chaco","22007020","Los Frentones"
"AR","Argentina","22","Chaco","22007030","Pampa del Infierno"
